"Step","sleek-thunder-73 - tok per sec","sleek-thunder-73 - tok per sec__MIN","sleek-thunder-73 - tok per sec__MAX"
"915","924150.1719961384","924150.1719961384","924150.1719961384"
"916","924724.4412101825","924724.4412101825","924724.4412101825"
"917","925914.7763719009","925914.7763719009","925914.7763719009"
"918","927484.9071466858","927484.9071466858","927484.9071466858"
"919","926929.9780463295","926929.9780463295","926929.9780463295"
"920","929083.6993897675","929083.6993897675","929083.6993897675"
"921","930466.5853333953","930466.5853333953","930466.5853333953"
"923","930300.1338331949","930300.1338331949","930300.1338331949"
"924","926263.7797122156","926263.7797122156","926263.7797122156"
"925","927457.1896159634","927457.1896159634","927457.1896159634"
"926","930148.1301799633","930148.1301799633","930148.1301799633"
"928","924109.3385663555","924109.3385663555","924109.3385663555"
"929","924448.5430503921","924448.5430503921","924448.5430503921"
"931","923270.3896386562","923270.3896386562","923270.3896386562"
"933","922903.2749597939","922903.2749597939","922903.2749597939"
"935","921224.210953984","921224.210953984","921224.210953984"
"937","917536.8136735085","917536.8136735085","917536.8136735085"
"938","923639.1266067659","923639.1266067659","923639.1266067659"
"940","925599.8740663524","925599.8740663524","925599.8740663524"
"941","922125.2848394694","922125.2848394694","922125.2848394694"
"942","920529.191874695","920529.191874695","920529.191874695"
"943","922577.1466556707","922577.1466556707","922577.1466556707"
"945","921737.8853117025","921737.8853117025","921737.8853117025"
"946","923035.6505700898","923035.6505700898","923035.6505700898"
"948","926642.0521201596","926642.0521201596","926642.0521201596"
"949","925081.8874129616","925081.8874129616","925081.8874129616"
"950","930568.735062816","930568.735062816","930568.735062816"
"953","928292.1239147425","928292.1239147425","928292.1239147425"
"954","933982.2249076767","933982.2249076767","933982.2249076767"
"956","923748.2086245833","923748.2086245833","923748.2086245833"
"957","921118.3699006618","921118.3699006618","921118.3699006618"
"958","928248.6846098442","928248.6846098442","928248.6846098442"
"965","929089.5313947217","929089.5313947217","929089.5313947217"
"966","929379.8783241899","929379.8783241899","929379.8783241899"
"969","922425.8872443506","922425.8872443506","922425.8872443506"
"971","920524.7879977227","920524.7879977227","920524.7879977227"
"972","923934.5057746347","923934.5057746347","923934.5057746347"
"973","920023.4619856757","920023.4619856757","920023.4619856757"
"975","923651.9845295179","923651.9845295179","923651.9845295179"
"980","925228.2355095391","925228.2355095391","925228.2355095391"
"983","929328.2578043912","929328.2578043912","929328.2578043912"
"984","934087.8687987246","934087.8687987246","934087.8687987246"
"986","927327.5650950198","927327.5650950198","927327.5650950198"
"987","924569.3670676355","924569.3670676355","924569.3670676355"
"988","929163.1106687778","929163.1106687778","929163.1106687778"
"989","922872.7321338813","922872.7321338813","922872.7321338813"
"990","923379.8276942155","923379.8276942155","923379.8276942155"
"991","924500.5112755077","924500.5112755077","924500.5112755077"
"992","923626.2690419925","923626.2690419925","923626.2690419925"
"994","923891.9169443575","923891.9169443575","923891.9169443575"
"996","923172.4933648391","923172.4933648391","923172.4933648391"
"997","919738.4911634817","919738.4911634817","919738.4911634817"
"998","923329.314598778","923329.314598778","923329.314598778"
"999","924422.7831902284","924422.7831902284","924422.7831902284"
"1001","923121.1172030583","923121.1172030583","923121.1172030583"
"1003","199464.71494281114","199464.71494281114","199464.71494281114"
"1004","928052.5866103318","928052.5866103318","928052.5866103318"
"1005","922070.0483609334","922070.0483609334","922070.0483609334"
"1006","922524.9521310922","922524.9521310922","922524.9521310922"
"1007","922055.9088862895","922055.9088862895","922055.9088862895"
"1008","923855.9856726715","923855.9856726715","923855.9856726715"
"1010","922860.7811435991","922860.7811435991","922860.7811435991"
"1012","921866.835091727","921866.835091727","921866.835091727"
"1013","924660.8945120428","924660.8945120428","924660.8945120428"
"1014","927027.7796365111","927027.7796365111","927027.7796365111"
"1018","923662.6258397662","923662.6258397662","923662.6258397662"
"1019","923414.8356253791","923414.8356253791","923414.8356253791"
"1020","922452.4203955891","922452.4203955891","922452.4203955891"
"1024","921695.05723658","921695.05723658","921695.05723658"
"1026","923486.6323447397","923486.6323447397","923486.6323447397"
"1029","924915.133721858","924915.133721858","924915.133721858"
"1031","918758.7135140917","918758.7135140917","918758.7135140917"
"1036","922209.698961538","922209.698961538","922209.698961538"
"1037","924474.7485191023","924474.7485191023","924474.7485191023"
"1038","928826.266906354","928826.266906354","928826.266906354"
"1039","932494.8695371511","932494.8695371511","932494.8695371511"
"1040","928423.8101526379","928423.8101526379","928423.8101526379"
"1054","936596.3178618401","936596.3178618401","936596.3178618401"
"1055","934864.3813492125","934864.3813492125","934864.3813492125"
"1056","935916.157492479","935916.157492479","935916.157492479"
"1057","937989.786534721","937989.786534721","937989.786534721"
"1058","938547.5116507189","938547.5116507189","938547.5116507189"
"1059","935312.904451199","935312.904451199","935312.904451199"
"1060","936973.9530243371","936973.9530243371","936973.9530243371"
"1062","936885.4459744236","936885.4459744236","936885.4459744236"
"1063","936547.0835420612","936547.0835420612","936547.0835420612"
"1066","935212.892427049","935212.892427049","935212.892427049"
"1068","935406.1167283093","935406.1167283093","935406.1167283093"
"1069","936011.7666899355","936011.7666899355","936011.7666899355"
"1070","934724.9588212862","934724.9588212862","934724.9588212862"
"1071","932847.4951291004","932847.4951291004","932847.4951291004"
"1073","930154.8748509279","930154.8748509279","930154.8748509279"
"1076","931551.3266380315","931551.3266380315","931551.3266380315"
"1077","933131.1452679421","933131.1452679421","933131.1452679421"
"1081","934083.7876896668","934083.7876896668","934083.7876896668"
"1082","934476.6445148325","934476.6445148325","934476.6445148325"
"1083","927868.204738618","927868.204738618","927868.204738618"
"1085","930048.7700299439","930048.7700299439","930048.7700299439"
"1086","935160.6219262076","935160.6219262076","935160.6219262076"
"1087","936214.4317004341","936214.4317004341","936214.4317004341"
"1089","934937.5153278812","934937.5153278812","934937.5153278812"
"1091","937808.7485526961","937808.7485526961","937808.7485526961"
"1093","936546.6276929157","936546.6276929157","936546.6276929157"
"1096","938273.8277987974","938273.8277987974","938273.8277987974"
"1097","937593.970911444","937593.970911444","937593.970911444"
"1098","937941.7772303072","937941.7772303072","937941.7772303072"
"1099","937812.4051940355","937812.4051940355","937812.4051940355"
"1100","935938.919815453","935938.919815453","935938.919815453"
"1101","936347.4640759766","936347.4640759766","936347.4640759766"
"1102","936253.152977756","936253.152977756","936253.152977756"
"1103","933571.2119876238","933571.2119876238","933571.2119876238"
"1104","937936.747968526","937936.747968526","937936.747968526"
"1106","938723.3393233409","938723.3393233409","938723.3393233409"
"1107","935487.0673373401","935487.0673373401","935487.0673373401"
"1110","935795.9907808686","935795.9907808686","935795.9907808686"
"1111","936846.6723801558","936846.6723801558","936846.6723801558"
"1112","935658.5651796947","935658.5651796947","935658.5651796947"
"1113","933345.6938653649","933345.6938653649","933345.6938653649"
"1117","937838.002481866","937838.002481866","937838.002481866"
"1119","935432.9471194585","935432.9471194585","935432.9471194585"
"1120","939383.7388593305","939383.7388593305","939383.7388593305"
"1121","937658.8508055753","937658.8508055753","937658.8508055753"
"1122","936010.8560340168","936010.8560340168","936010.8560340168"
"1123","937453.7330923941","937453.7330923941","937453.7330923941"
"1127","939237.005001401","939237.005001401","939237.005001401"
"1129","939546.5753858369","939546.5753858369","939546.5753858369"
"1130","938960.1697261898","938960.1697261898","938960.1697261898"
"1131","938291.2143311694","938291.2143311694","938291.2143311694"
"1132","937544.1748300098","937544.1748300098","937544.1748300098"
"1133","939195.2859316343","939195.2859316343","939195.2859316343"
"1139","939166.4056697156","939166.4056697156","939166.4056697156"
"1140","935985.3583876973","935985.3583876973","935985.3583876973"
"1141","937249.618166851","937249.618166851","937249.618166851"
"1145","934973.8594486695","934973.8594486695","934973.8594486695"
"1146","935958.0410224132","935958.0410224132","935958.0410224132"
"1148","937858.1156168876","937858.1156168876","937858.1156168876"
"1149","936840.2864489278","936840.2864489278","936840.2864489278"
"1150","936677.474612311","936677.474612311","936677.474612311"
"1151","936603.6122753952","936603.6122753952","936603.6122753952"
"1152","937052.8935205544","937052.8935205544","937052.8935205544"
"1153","929873.0309869827","929873.0309869827","929873.0309869827"
"1156","939002.7843955773","939002.7843955773","939002.7843955773"
"1157","938897.4003231241","938897.4003231241","938897.4003231241"
"1159","936853.0583984432","936853.0583984432","936853.0583984432"
"1166","936326.0487777343","936326.0487777343","936326.0487777343"
"1167","936336.5284821399","936336.5284821399","936336.5284821399"
"1168","937780.4105491352","937780.4105491352","937780.4105491352"
"1169","938509.0581270745","938509.0581270745","938509.0581270745"
"1170","938049.2334357115","938049.2334357115","938049.2334357115"
"1173","932814.0294560805","932814.0294560805","932814.0294560805"
"1174","936685.6822577678","936685.6822577678","936685.6822577678"
"1176","935868.3602178989","935868.3602178989","935868.3602178989"
"1177","937274.2716253368","937274.2716253368","937274.2716253368"
"1180","936909.624075395","936909.624075395","936909.624075395"
"1183","931568.0139046841","931568.0139046841","931568.0139046841"
"1184","935674.0349197905","935674.0349197905","935674.0349197905"
"1185","934405.397681354","934405.397681354","934405.397681354"
"1189","935516.6314454731","935516.6314454731","935516.6314454731"
"1190","935586.6830988141","935586.6830988141","935586.6830988141"
"1191","939034.86250474","939034.86250474","939034.86250474"
"1193","935806.0034949033","935806.0034949033","935806.0034949033"
"1194","936166.1484771908","936166.1484771908","936166.1484771908"
"1197","934992.0325686965","934992.0325686965","934992.0325686965"
"1198","937333.627863791","937333.627863791","937333.627863791"
"1200","935531.6416309305","935531.6416309305","935531.6416309305"
"1202","938249.1217296028","938249.1217296028","938249.1217296028"
"1203","935765.4988352448","935765.4988352448","935765.4988352448"
"1204","934381.348655253","934381.348655253","934381.348655253"
"1205","936421.7417432967","936421.7417432967","936421.7417432967"
"1206","936665.1634138185","936665.1634138185","936665.1634138185"
"1209","933211.2499759925","933211.2499759925","933211.2499759925"
"1210","938883.1981918593","938883.1981918593","938883.1981918593"
"1213","934790.8046697144","934790.8046697144","934790.8046697144"
"1214","937237.7484456862","937237.7484456862","937237.7484456862"
"1216","936712.5861041103","936712.5861041103","936712.5861041103"
"1217","936594.4942762044","936594.4942762044","936594.4942762044"
"1220","936551.1862043387","936551.1862043387","936551.1862043387"
"1222","940149.7913933932","940149.7913933932","940149.7913933932"
"1223","937691.7510840633","937691.7510840633","937691.7510840633"
"1224","935199.7106193529","935199.7106193529","935199.7106193529"
"1226","936672.9148714314","936672.9148714314","936672.9148714314"
"1227","939874.7133246973","939874.7133246973","939874.7133246973"
